Course Section,Course Subject,Course Number,Section Number,Section Status,Enrolled/Capacity,All Instructors,Units,Meeting Patterns,Locations,Course Tags,Instructional Format,Delivery Mode,Start Date,End Date,Academic Period,Overlapping Course(s)
COMM 142-1 - Visual Cultural Communication,Communication,142,1,Open,0/25,Charlotta Kratz,5,T Th | 12:10 PM - 1:50 PM,Rm 107 Kenna Hall,,Lecture,In-Person,2026-01-05,2026-03-20,Winter 2026 Quarter,
COMM 150-1 - Public Relations Theories and Principles (-),Communication,150,1,Open,0/25,Marianna Adgemian,5,W | 6:30 PM - 9:30 PM,Rm 204 O'Connor Hall,,Lecture,In-Person,2026-01-05,2026-03-20,Winter 2026 Quarter,
COMM 157-1 - Environmental Communication,Communication,157,1,Open,0/25,Charles Raphael | Chad Raphael,5,M W F | 10:30 AM - 11:35 AM,Rm 003 Casa Italiana Residence,"Core Explorations :: Civic Engagement

Pathways :: Democracy

Pathways :: Sustainability

Pathways :: Values in Science and Technology",Lecture,In-Person,2026-01-05,2026-03-20,Winter 2026 Quarter,
COMM 161-1 - Advanced Journalism,Communication,161,1,Open,0/25,Lisa Davis,5,M W F | 4:45 PM - 5:50 PM,Rm 107 Kenna Hall,"Core Integrations :: Advanced Writing

Core Integrations :: Experiential Learning for Social Justice

Pathways :: Democracy",Lecture,In-Person,2026-01-05,2026-03-20,Winter 2026 Quarter,
COMM 171-1 - Tech and Inequality in Silicon Valley,Communication,171,1,Open,0/25,Sreela Sarkar,5,M W F | 2:15 PM - 3:20 PM,Rm 134 Vari Hall,,Lecture,In-Person,2026-01-05,2026-03-20,Winter 2026 Quarter,
COMM 174-1 - Digital Feminism,Communication,174,1,Open,0/25,Melissa Brown,5,M W F | 1:00 PM - 2:05 PM,Rm 134 Vari Hall,"Pathways :: Gender, Sexuality and the Body

Pathways :: The Digital Age",Lecture,In-Person,2026-01-05,2026-03-20,Winter 2026 Quarter,
"COMM 181M-1 - Global Music: Poetry, Politics and Profits",Communication,181M,1,Open,0/25,Rohit Chopra,5,M W F | 1:00 PM - 2:05 PM,Rm 128 Vari Hall,,Lecture,In-Person,2026-01-05,2026-03-20,Winter 2026 Quarter,
"COMM 186M-1 - Global Im/Migration: Communication, Culture, and Technology",Communication,186M,1,Open,0/25,Hsin-I Cheng,5,M W F | 10:30 AM - 11:35 AM,Rm 210 Edward M. Dowd Art & Art History,Core Explorations :: Cultures and Ideas 3,Lecture,In-Person,2026-01-05,2026-03-20,Winter 2026 Quarter,
COMM 190-1 - Journalism Practicum,Communication,190,1,Open,0/20,Lisa Davis,2,W | 3:30 PM - 4:35 PM,Rm 008 Casa Italiana Residence,,Independent Study,In-Person,2026-01-05,2026-03-20,Winter 2026 Quarter,
COMM 191-1 - Independent Filmmaking Practicum (-),Communication,191,1,Open,0/20,Michele Sieglitz,1,T | 12:10 PM - 1:50 PM,Rm 102 Vari Hall,,Independent Study,In-Person,2026-01-05,2026-03-20,Winter 2026 Quarter,
COMM 197-1 - Senior Portfolio (-),Communication,197,1,Open,0/32,Amy Eriksson,2,T | 8:30 AM - 10:10 AM,Rm 107 Kenna Hall,,Lecture,In-Person,2026-01-05,2026-03-20,Winter 2026 Quarter,
COMM 197-2 - Senior Portfolio (-),Communication,197,2,Open,0/32,Amy Eriksson,2,Th | 8:30 AM - 10:10 AM,Rm 107 Kenna Hall,,Lecture,In-Person,2026-01-05,2026-03-20,Winter 2026 Quarter,
COMM 198-1 - Internship (-),Communication,198,1,Open,0/25,Amy Eriksson,5,W | 6:00 PM - 7:05 PM,Rm 138 Vari Hall,,Internship,In-Person,2026-01-05,2026-03-20,Winter 2026 Quarter,
