Course Section,Course Subject,Course Number,Section Number,Section Status,Enrolled/Capacity,All Instructors,Units,Meeting Patterns,Locations,Course Tags,Instructional Format,Delivery Mode,Start Date,End Date,Academic Period,Overlapping Course(s)
CHEM 32-1 - Organic Chemistry II (-),Chemistry,32,1,Open,0/38,Michael Carrasco,5,T Th | 10:20 AM - 12:00 PM,RM 3115 SCDI,Pathways :: Paradigm Shifts and the Nature of Human Knowing,Lecture,In-Person,2026-01-05,2026-03-20,Winter 2026 Quarter,
CHEM 32-2 - Organic Chemistry II (-),Chemistry,32,2,Open,0/12,Michael Carrasco,5,Th | 12:10 PM - 3:00 PM,RM 2114 SCDI,Pathways :: Paradigm Shifts and the Nature of Human Knowing,Laboratory,In-Person,2026-01-05,2026-03-20,Winter 2026 Quarter,
CHEM 32-3 - Organic Chemistry II (-),Chemistry,32,3,Open,0/12,Michael Carrasco,5,Th | 3:20 PM - 6:10 PM,RM 2114 SCDI,Pathways :: Paradigm Shifts and the Nature of Human Knowing,Laboratory,In-Person,2026-01-05,2026-03-20,Winter 2026 Quarter,
CHEM 32-4 - Organic Chemistry II (-),Chemistry,32,4,Open,0/12,,5,F | 2:15 PM - 5:05 PM,RM 2114 SCDI,Pathways :: Paradigm Shifts and the Nature of Human Knowing,Laboratory,In-Person,2026-01-05,2026-03-20,Winter 2026 Quarter,
CHEM 33-1 - Organic Chemistry III (-),Chemistry,33,1,Open,0/40,Benjamin Stokes,5,M W F | 9:15 AM - 10:20 AM,Rm 220 Alumni Science Hall,"Pathways :: Paradigm Shifts and the Nature of Human Knowing

Pathways :: Values in Science and Technology",Lecture,In-Person,2026-01-05,2026-03-20,Winter 2026 Quarter,
CHEM 33-2 - Organic Chemistry III (-),Chemistry,33,2,Open,0/40,Benjamin Stokes,5,M W F | 10:30 AM - 11:35 AM,Rm 220 Alumni Science Hall,"Pathways :: Paradigm Shifts and the Nature of Human Knowing

Pathways :: Values in Science and Technology",Lecture,In-Person,2026-01-05,2026-03-20,Winter 2026 Quarter,
CHEM 33-3 - Organic Chemistry III (-),Chemistry,33,3,Open,0/40,Amelia Fuller,5,T Th | 10:20 AM - 12:00 PM,RM 3302 SCDI,"Pathways :: Paradigm Shifts and the Nature of Human Knowing

Pathways :: Values in Science and Technology",Lecture,In-Person,2026-01-05,2026-03-20,Winter 2026 Quarter,
CHEM 33-4 - Organic Chemistry III (-),Chemistry,33,4,Open,0/15,Beatrice Ruhland,5,T | 8:20 AM - 11:10 AM,RM 2109 SCDI,"Pathways :: Paradigm Shifts and the Nature of Human Knowing

Pathways :: Values in Science and Technology",Laboratory,In-Person,2026-01-05,2026-03-20,Winter 2026 Quarter,
CHEM 33-5 - Organic Chemistry III (-),Chemistry,33,5,Open,0/15,Beatrice Ruhland,5,T | 12:10 PM - 3:00 PM,RM 2109 SCDI,"Pathways :: Paradigm Shifts and the Nature of Human Knowing

Pathways :: Values in Science and Technology",Laboratory,In-Person,2026-01-05,2026-03-20,Winter 2026 Quarter,
CHEM 33-6 - Organic Chemistry III (-),Chemistry,33,6,Open,0/15,Beatrice Ruhland,5,T | 3:20 PM - 6:10 PM,RM 2109 SCDI,"Pathways :: Paradigm Shifts and the Nature of Human Knowing

Pathways :: Values in Science and Technology",Laboratory,In-Person,2026-01-05,2026-03-20,Winter 2026 Quarter,
CHEM 33-7 - Organic Chemistry III (-),Chemistry,33,7,Closed,0/0,Amelia Fuller,5,T | 1:15 PM - 4:10 PM,RM 2114 SCDI,"Pathways :: Paradigm Shifts and the Nature of Human Knowing

Pathways :: Values in Science and Technology",Laboratory,In-Person,2026-01-05,2026-03-20,Winter 2026 Quarter,
CHEM 33-8 - Organic Chemistry III (-),Chemistry,33,8,Open,0/15,,5,W | 2:15 PM - 5:05 PM,RM 2114 SCDI,"Pathways :: Paradigm Shifts and the Nature of Human Knowing

Pathways :: Values in Science and Technology",Laboratory,In-Person,2026-01-05,2026-03-20,Winter 2026 Quarter,
CHEM 33-9 - Organic Chemistry III (-),Chemistry,33,9,Open,0/15,Beatrice Ruhland,5,W | 2:15 PM - 5:05 PM,RM 2109 SCDI,"Pathways :: Paradigm Shifts and the Nature of Human Knowing

Pathways :: Values in Science and Technology",Laboratory,In-Person,2026-01-05,2026-03-20,Winter 2026 Quarter,
CHEM 33-10 - Organic Chemistry III (-),Chemistry,33,10,Open,0/15,Beatrice Ruhland,5,W | 5:30 PM - 8:20 PM,RM 2109 SCDI,"Pathways :: Paradigm Shifts and the Nature of Human Knowing

Pathways :: Values in Science and Technology",Laboratory,In-Person,2026-01-05,2026-03-20,Winter 2026 Quarter,
CHEM 33-11 - Organic Chemistry III (-),Chemistry,33,11,Open,0/15,,5,Th | 3:20 PM - 6:10 PM,RM 2109 SCDI,"Pathways :: Paradigm Shifts and the Nature of Human Knowing

Pathways :: Values in Science and Technology",Laboratory,In-Person,2026-01-05,2026-03-20,Winter 2026 Quarter,
CHEM 33M-1 - Organic Chemistry III Lab - Majors,Chemistry,33M,1,Closed,0/0,Amelia Fuller,0.5,T | 12:10 PM - 1:15 PM,RM 2114 SCDI,,Laboratory,In-Person,2026-01-05,2026-03-20,Winter 2026 Quarter,
CHEM 111-1 - Instrumental Analysis,Chemistry,111,1,Open,0/28,Steven Suljak,5,M W F | 11:45 AM - 12:50 PM,RM 1301 SCDI,,Lecture,In-Person,2026-01-05,2026-03-20,Winter 2026 Quarter,
CHEM 111-2 - Instrumental Analysis,Chemistry,111,2,Open,0/14,Paul Abbyad,5,T | 12:10 PM - 4:10 PM,RM 2206B SCDI,,Laboratory,In-Person,2026-01-05,2026-03-20,Winter 2026 Quarter,
CHEM 111-3 - Instrumental Analysis,Chemistry,111,3,Open,0/14,Hoda Mirafzal,5,Th | 12:10 PM - 4:10 PM,RM 2206B SCDI,,Laboratory,In-Person,2026-01-05,2026-03-20,Winter 2026 Quarter,
CHEM 115-1 - Chemistry Seminar,Chemistry,115,1,Open,0/48,Robin Grotjahn,0.5,F | 4:00 PM - 5:00 PM,Rm 104 Kenna Hall,,Seminar,In-Person,2026-01-05,2026-03-20,Winter 2026 Quarter,
CHEM 142-1 - Biochemistry II,Chemistry,142,1,Open,0/26,Linda Brunauer,5,M W F | 1:00 PM - 2:05 PM,Rm 120 Alumni Science Hall,,Lecture,In-Person,2026-01-05,2026-03-20,Winter 2026 Quarter,
CHEM 152-1 - Chemical Thermodynamics,Chemistry,152,1,Open,0/30,Robin Grotjahn,5,T Th | 10:20 AM - 12:00 PM,Rm 309 Lucas Hall,,Lecture,In-Person,2026-01-05,2026-03-20,Winter 2026 Quarter,
